Close,High,Low,Open,Volume,datetime
Googl,Googl,Googl,Googl,Googl,
188.98329162597656,191.54723853202438,187.05785012893006,190.20041592197336,20370800,2025-01-02
191.33773803710938,192.75440296623142,189.53200858908056,190.918730255479,18596200,2025-01-03
196.40576171875,197.75258441221385,193.39289405316484,193.52257715244394,29563600,2025-01-06
195.02902221679688,200.52602365365914,194.1411215269442,196.64519723763246,26487200,2025-01-07
193.49264526367188,195.82712367795403,191.9263553819348,192.1159097803505,24864800,2025-01-08
191.58714294433594,196.05658959730988,189.86122672723175,193.84182337112213,26665200,2025-01-10
190.5595703125,190.72916760562472,186.9181835340065,189.62179973101152,21823700,2025-01-13
189.21275329589844,191.52727442765294,187.86593073510414,190.78902921540663,17174900,2025-01-14
195.0888671875,195.8969546519061,191.40756631826648,192.63466153374213,21776000,2025-01-15
192.45509338378906,195.01902502838223,192.3553231094348,193.68218859975212,17815400,2025-01-16
195.5377960205078,196.76489119233247,193.2931019335377,196.06654496539184,27735100,2025-01-17
197.58297729492188,201.81296912173477,197.40339384073826,198.60057627447708,29971300,2025-01-21
197.9022216796875,200.00724672789295,197.0642061251015,198.590597036243,26200600,2025-01-22
197.5131378173828,199.82767431730463,194.73969457121225,197.6727641738203,26951400,2025-01-23
199.73788452148438,200.42624462128626,197.53308930144837,197.63285957708698,23877500,2025-01-24
191.35768127441406,196.41573277306145,190.28022624707842,191.9562724749805,41728900,2025-01-27
194.83946228027344,195.01903051179218,190.23034644146827,192.2954724407757,24157900,2025-01-28
194.94920349121094,196.32593893457488,192.97386160771165,195.09884368413952,18218300,2025-01-29
200.3963165283203,200.9250654988853,197.203865605247,197.53308924739613,24354700,2025-01-30
203.53890991210938,204.99545859863298,201.3241436195745,201.523668960122,32042000,2025-01-31
200.75546264648438,203.26952433872827,199.62813772190552,200.2167427524067,27838300,2025-02-03
205.89334106445312,206.5617593135444,202.33175215943618,202.91038629062132,43856400,2025-02-04
190.8788299560547,192.29547965256887,187.58660858281107,190.61944853764197,70373900,2025-02-05
191.148193359375,191.64701430736628,188.274979827647,189.05313928868878,29297400,2025-02-06
184.90293884277344,190.7291636568626,182.80790006860101,190.59948056645624,49315000,2025-02-07
186.03028869628906,187.75620494303442,185.42172652057317,186.90821845084508,23105600,2025-02-10
184.8830108642578,186.49918592908514,183.84545472617006,184.59368617808016,21239500,2025-02-11
183.17703247070312,184.6734953419666,181.40123108129507,182.7879527330869,22072600,2025-02-12
185.70106506347656,185.84073432237415,182.70813932469304,183.8853646978078,21402500,2025-02-13
184.79319763183594,185.96043678235034,183.88535510775145,184.62360034222002,20448400,2025-02-14
183.33663940429688,185.52147740048773,181.31142775093412,185.1623257405275,29916700,2025-02-18
184.83311462402344,185.02266901610753,183.1570683565281,183.63594741741645,19549400,2025-02-19
184.12478637695312,184.8730178009315,182.28912893693322,184.36422591283684,20441500,2025-02-20
179.23634338378906,184.90294194163184,178.65770926804197,184.71338754923798,35199200,2025-02-21
178.82730102539062,182.68817010091686,178.4681493516575,181.56084516562646,29854200,2025-02-24
175.00633239746094,178.3185106633885,174.27805810561316,177.620149186563,41913400,2025-02-25
172.3226776123047,175.66478399830825,171.1753955398117,174.6571711800562,35431300,2025-02-26
168.1026611328125,174.14836864650957,167.54398410119538,173.5797206760448,39991000,2025-02-27
169.87844848632812,170.2076721148171,166.37673116608275,168.28221547961908,48130600,2025-02-28
166.6161651611328,172.96116813684316,165.53871010229818,171.52456139173032,40770500,2025-03-03
170.51695251464844,172.88135895735127,165.40903083418053,165.84799570787212,45388000,2025-03-04
172.61199951171875,173.370201847885,168.66133103361582,170.11789485258495,30954900,2025-03-05
171.94357299804688,174.39776333951255,170.09792955016897,170.1278575868108,28302000,2025-03-06
173.4500274658203,174.55741062282402,169.86849657186352,170.8561523451318,27385800,2025-03-07
165.66943359375,168.25631348073628,163.49207685373173,168.05654311824674,43604000,2025-03-10
163.84164428710938,166.5483741956788,161.17487454711969,164.71060268982163,39587400,2025-03-11
166.90794372558594,167.43730167009207,163.33227056435828,166.37858578107983,28372400,2025-03-12
162.56320190429688,165.92913761122173,161.91399391340872,165.8392348472833,31756200,2025-03-13
165.28990173339844,166.28869257421587,162.25356904272374,163.07258484755664,31995900,2025-03-14
164.09133911132812,166.0989184378049,163.47209367229158,164.83044981365524,31184300,2025-03-17
160.47572326660156,164.05139632119491,156.5305024761992,163.48207822407835,42074800,2025-03-18
163.69183349609375,165.6694351323274,160.8053285192439,161.56440408660148,34275600,2025-03-19
162.6031494140625,164.6906185813501,160.76537795311089,161.37464096618422,28138500,2025-03-20
163.79171752929688,164.04141524263727,160.69545978774022,161.01508017617863,36625800,2025-03-21
167.4772491455078,168.11648994593173,164.94032699026835,166.86800133324036,30879100,2025-03-24
170.353759765625,170.42368243836484,168.1164780833655,168.775668441695,24174400,2025-03-25
164.86041259765625,169.40491393976436,164.64067739498105,168.79565092149923,28901600,2025-03-26
162.04383850097656,165.21998619662182,161.8041232023028,164.43094810403895,24508300,2025-03-27
154.14340209960938,161.62435145983125,153.44425151462127,160.29595772818402,48669300,2025-03-28
154.45301818847656,155.3519238675497,150.47783482762614,152.9248693898488,54603500,2025-03-31
156.8800811767578,157.9088345005831,153.43424066067087,153.43424066067087,30672900,2025-04-01
156.85011291503906,158.21846678254826,154.51294591611935,154.9623987635517,25041700,2025-04-02
150.5377655029297,152.59527231622977,150.20816267744866,150.92729334389097,46883400,2025-04-03
145.4239501953125,150.8873372265073,145.20421499461688,147.83102450056057,62259500,2025-04-04
146.5725555419922,152.66518575265,140.3600753076292,141.37884623013926,76794100,2025-04-07
144.52503967285156,152.05593156691467,142.85706070456766,151.0371605852081,52200200,2025-04-08
158.51809692382812,159.3570775505851,143.73598981661124,144.24536764564118,70406200,2025-04-09
152.63522338867188,157.5292924054746,149.74870323215254,156.35071129003578,48022000,2025-04-10
156.9499969482422,157.47935489094493,152.63522830805417,152.71511816628092,33636200,2025-04-11
158.87767028808594,161.52445998548595,157.3694863273863,159.80653847762434,30333000,2025-04-14
156.12100219726562,159.4569601254283,155.02234135810752,158.93759983361085,27551500,2025-04-15
153.1446075439453,155.70150975970526,151.326800825977,152.91488990871326,28187400,2025-04-16
150.97723388671875,154.49296683009544,148.32044647401452,154.10343899442373,32938500,2025-04-17
147.49143981933594,148.76989086061988,145.9233461435289,148.69998342759925,26049100,2025-04-21
151.28684997558594,152.0059806006662,148.360384885124,148.70996777577147,26971800,2025-04-22
155.16217041015625,157.3395272287139,153.62402390940207,155.42185055428513,31128800,2025-04-23
159.08740234375,159.39702506290834,155.60161685700967,155.96118216578617,45894000,2025-04-24
161.76417541503906,165.89916899199292,160.84527440652565,164.8704156189098,56034000,2025-04-25
160.41580200195312,162.9527241022343,158.40823784275827,162.2335934576757,29745800,2025-04-28
159.9663543701172,160.54565492156792,157.32954700095436,160.12616457196697,26809000,2025-04-29
158.6079864501953,159.07741935833297,155.2120884925965,157.78897065630795,34981100,2025-04-30
161.10496520996094,161.7541731584952,158.7178557168657,160.255986901565,30203200,2025-05-01
163.8316650390625,164.77053089446972,161.6742731041275,163.21241957712974,25715000,2025-05-02
164.01145935058594,165.19002528971967,162.52325543253818,162.80291566353057,21341800,2025-05-05
163.03262329101562,164.60073221310822,160.99509669884785,161.97390744721895,21277200,2025-05-06
151.19696044921875,164.8004866523399,147.6612323828153,163.88160091924024,127490100,2025-05-07
154.0934600830078,155.74145898524296,152.715123752916,154.81259075606965,57498700,2025-05-08
152.5653076171875,154.86252969975314,152.01596958260927,153.98358884442797,32435300,2025-05-09
158.26840209960938,158.90762762310243,156.06106765297667,157.2995737723926,44138800,2025-05-12
159.33709716796875,160.37584814800852,155.97117700529293,158.59798647987657,42382100,2025-05-13
165.1700439453125,166.7980779664445,159.4170139283214,159.7665968345665,48755900,2025-05-14
163.76174926757812,166.00902860866202,162.1736602838883,165.63946564247587,33146700,2025-05-15
165.9890594482422,169.14524229932235,165.4197413290067,167.52719070383273,42846900,2025-05-16
166.338623046875,166.43850822896752,164.02143617765117,164.311078821177,30426100,2025-05-19
163.78172302246094,168.2962620339302,162.7030270512069,166.22875761227516,46607700,2025-05-20
