Close,High,Low,Open,Volume,datetime
Googl,Googl,Googl,Googl,Googl,
168.35618591308594,172.93064990762463,163.36223158372133,163.49207927319333,73416000,2025-05-21
170.66339111328125,176.55626639163424,170.50359615670786,171.6422171391164,74864400,2025-05-22
168.26629638671875,169.7545002456487,167.68699586257836,168.85557933287677,35211400,2025-05-23
172.69093322753906,172.9606110264557,169.79444583588602,169.9542560308247,37995700,2025-05-27
172.15159606933594,175.0580811773991,171.70214322301487,172.95063181853965,34784000,2025-05-28
171.65219116210938,174.20909322624098,170.42368271917738,173.78960291012612,29373800,2025-05-29
171.5323486328125,172.0017815585655,167.23754486546525,171.14282080509608,52639900,2025-05-30
168.82562255859375,169.66460324672883,167.18760611208933,167.637058963566,38612300,2025-06-02
165.97906494140625,168.276287066322,165.08015922486254,167.28749382619188,45084900,2025-06-03
167.8468017578125,168.01659436979696,166.15884281939123,166.53838821108508,26900800,2025-06-04
168.00662231445312,170.72331951416996,167.3873615992156,170.1340365467451,36379100,2025-06-05
173.46998596191406,174.2890017669552,170.6234412090639,170.6234412090639,35731800,2025-06-06
176.08999633789062,176.47000122070312,174.3699951171875,174.5399932861328,28935900,2025-06-09
178.60000610351562,181.11000061035156,174.91000366210938,176.1999969482422,61766100,2025-06-10
177.35000610351562,180.3699951171875,176.75,179.77000427246094,31646800,2025-06-11
175.6999969482422,176.72000122070312,174.75,176.17999267578125,20941900,2025-06-12
174.6699981689453,177.1300048828125,172.38999938964844,172.44000244140625,27663100,2025-06-13
176.77000427246094,176.94000244140625,174.64999389648438,174.72999572753906,27389200,2025-06-16
175.9499969482422,177.36000061035156,174.5800018310547,175.6999969482422,24973000,2025-06-17
173.32000732421875,176.55999755859375,173.1999969482422,176.00999450683594,28707500,2025-06-18
166.63999938964844,174.33999633789062,165.4600067138672,173.9499969482422,75659900,2025-06-20
165.19000244140625,167.33999633789062,162.0,166.27000427246094,57671000,2025-06-23
166.77000427246094,168.22000122070312,166.1300048828125,166.9199981689453,40524300,2025-06-24
170.67999267578125,172.36000061035156,167.5500030517578,167.6300048828125,35479000,2025-06-25
173.5399932861328,173.69000244140625,169.94000244140625,172.42999267578125,31796700,2025-06-26
178.52999877929688,178.67999267578125,171.72999572753906,173.5399932861328,108140200,2025-06-27
176.22999572753906,181.22999572753906,174.5800018310547,180.77999877929688,63313600,2025-06-30
